,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
195910,127.8,101.6,231.54,65.53,34.92,128.29,43.36,332.63,587.58,40.17,141.15,322.6,103.61,325.44,575.62,111.83,45.62,92.14,868.12,268.7,2115.51,50.23,546.46,311.54,106.47,46.29,186.23,40.36,120.21,41.77
195911,131.95,102.42,245.43,70.63,36.75,133.45,45.67,340.1,606.83,39.12,146.02,318.24,105.06,344.31,575.03,115.96,45,96.99,876.19,270.35,2142.93,51.47,569.44,315.88,105.36,48.9,186.9,43.3,120.82,43.07
195912,132.3,103.86,248.14,73.14,36.99,137.55,45.75,357.78,616.94,39.17,146.84,314.89,104.61,388.45,569.5,128.75,44.97,97.19,864.83,270.32,2115.14,54.06,614.92,334.35,101.86,52.15,189.66,42.71,122.12,45.6
196001,134.93,104.3,241.14,74.34,39.56,138.62,46.52,350.7,637.33,39.45,147.99,322.46,107.92,409.79,596.89,122.23,46.94,99.09,901.21,275.2,2185.96,52.82,642.91,339.75,103.89,51.84,194.75,43.82,122.03,42.58
196002,129.17,98.45,237,75.48,37.51,127.53,42.61,328.22,575.41,37.62,138.5,293.26,103.24,360.57,529.78,116.34,47.81,91.58,832.61,268.73,2206.55,49.73,594.2,308.61,99.39,49.07,182.97,39.56,116.63,40.94
196003,133.42,96.19,240.52,78.56,38.46,139.53,43.21,328.33,569.93,37.55,142.62,286.07,100.92,379.31,515.3,118.67,48.33,88.49,797.38,275.25,2386.99,54.3,625.06,317.58,98.1,49.8,190.35,40.13,115.54,43.43
196004,132.76,93.42,240.33,81.91,40.47,139.05,42.08,332.88,555.69,34.94,141.59,270.64,97.34,375.86,485.45,108.72,46.95,83.69,791.13,278.95,2372.57,54.02,647.19,310.47,93.27,49.21,190.35,38.59,115.26,42.44
196005,134.39,91.34,244.02,87.32,40.06,136.86,42.13,338.23,525.31,34.57,141.43,256.15,93.32,381.06,477.22,109.74,46.66,81.36,756.35,282.03,2347.72,57.98,659.99,311.99,91.23,49.37,189.11,42.06,114.67,42.69
196006,145.27,90.68,248.24,93.6,44.58,147.56,42.84,383.7,542.2,35.14,145.66,260.75,94,405.74,475.34,119.92,45.75,83.03,722.43,285.12,2424.23,57.01,739.5,320.52,91.5,50.13,194.43,42.28,113.9,43.01
196007,154.51,93.58,260.54,105.87,47.85,158.56,40.27,374.2,551.15,38.14,145,260.44,98.01,369,472.06,116.83,44.2,83.84,756.15,303.97,2495.9,53.08,711.89,330.29,94.83,67.97,185.89,42.88,119.18,43.25
196008,151.25,92.73,272.85,101,48.01,157.11,39.8,359.46,514.3,36.93,137.55,254.54,94.11,343.74,465.28,118.88,45.33,85.66,760.46,299.94,2498.29,54.65,698.51,316.73,91.89,63.58,182.89,42.39,119.45,40.63
196009,157.88,95.4,285.29,108.09,49.52,165.11,40.92,367.4,518.01,36.43,137.93,254.44,94.52,340.11,476.41,126.71,48.11,88.13,784.35,314.79,2674.13,57.74,717.15,319.84,93.08,66.37,187.54,43.11,123.64,41.92
196010,155.72,90.53,279.15,105.58,46.49,150.1,38.85,334.88,483.65,35.69,130.92,233.49,89.04,303.82,446.7,115.54,47.07,83.47,777.06,299.8,2495.17,55.49,663.4,296.38,87.7,60.68,171.56,42.21,115.99,40.16
196011,159.56,91.01,290.57,105.89,47.69,159.45,37.6,322.9,476.93,34.51,129.15,228.49,87.61,293.61,440.28,116.81,48.68,82.28,794.95,298.05,2498.68,58.17,642.28,291.14,86.82,58.02,172.13,40.38,118.14,40.35
196012,176.58,96.61,304.2,120.35,52.39,174,38.45,334.53,493.73,35.08,137.14,229.21,94.56,308.6,435.31,125.11,51.86,87.34,813.78,307.8,2601.67,63.64,693.93,306.08,90.66,63.52,182.58,42,126.94,41.79
196101,186.35,96.21,315.09,129.68,56.13,177.05,39.64,369.18,508.31,36.39,142.92,240.42,100.23,310.94,433.19,128.03,54.93,88.47,857.42,326.52,2904.7,68.59,724.36,323.02,92.56,64.76,186.45,42.8,133.44,43.3
196102,204.14,101.11,343.31,130.6,61.55,184.41,41.75,391.33,541.96,40.36,151.24,260.81,106.09,309.59,469.66,136.45,58.31,98.25,939.34,341.82,3133.8,71.67,762.54,337.8,100.12,69.82,190.48,44.62,146.45,46.88
196103,212.5,109,359.69,159.59,62.84,195.33,44.53,410.72,551.26,43.04,158.04,274.08,115.37,308.7,484.08,144.48,56.97,106.82,958.53,353.06,3155.65,71.8,797.53,360.19,103.9,72.13,199.25,48.12,156.38,49.56
196104,222.17,111.7,380.21,171.21,65.82,208,46.67,425.8,556.94,45.46,161.99,279.24,117.07,317.2,497.38,146.27,58.39,105.98,993.28,359.19,3369.27,71.49,816.5,358.04,104.87,75.44,210.91,50.03,163.06,53.1
196105,219.26,113.25,379.99,167.67,61.73,213.08,47.92,424.22,549.54,43.06,156.44,275.21,114.31,309.67,485.34,149.24,59.06,106.68,1041.03,364.97,3396.07,71.53,835.74,356.96,103.27,77.74,211.28,52.22,165.56,51.17
196106,228.27,118.99,390.87,161.06,63.34,213.21,51.27,432.9,577.75,45.25,159.43,289.79,119.37,323.64,498.26,152.39,63.72,114.52,1032.83,372.47,3359.13,71.04,848.69,361.23,108.97,77.75,222.65,51.09,171.67,52.76
196107,227.09,115.42,410.49,156.45,70.52,208.86,48.43,411.58,578.59,46.09,151.81,268.71,114.46,304.44,486.17,150.82,60.57,116.1,992.02,365.14,3419.2,72.76,759.07,350.17,104.09,77.06,218.23,49.24,164.86,52.76
196108,236.68,116.39,435.64,154.75,68.82,212.82,49.15,425.68,596.58,46.81,151.68,280.35,115.71,314.61,514.8,159.11,62.24,119.99,1014.07,374.9,3639.16,66.89,764.69,348.62,104.86,76.99,223.47,50.71,175,55.64
196109,247.97,119.82,467.45,155.91,69.38,235.11,51.44,441.11,608.12,49.32,152.52,279.12,117.23,324.82,530.21,157.24,64.74,121.46,1007.11,387.8,3623.85,72.89,803.38,366.52,107.82,79.04,229.84,50.74,192.05,56.41
196110,246.3,117.94,467.26,158.01,69.94,228.21,50.99,435.24,581.66,47.18,149,257.11,113.37,319.61,550.36,147.14,60.71,122.83,940.52,392.43,3521.85,68.31,812.62,356.66,106.53,75.6,232.48,47.6,191.25,58.22
196111,255.72,116.93,501.06,155.49,70.69,226.33,55.17,450.78,582.93,48.66,150.13,252.82,113.87,313.92,552.14,139.67,59.48,128.68,1000.29,412.28,3916.45,69.95,867.33,362.93,108.95,78.93,254.37,48.03,195.2,58.48
196112,268.69,121.87,539.14,155.63,73.35,236.37,58.03,463.38,593.73,51.99,158.78,255.03,116.72,336.66,591.14,143.49,61.15,136.21,1063.04,425.12,4224.6,75.71,875.41,369.85,109.65,83.42,266.21,48.4,208.91,59.29
196201,258.89,123.47,506.83,158.93,70.65,227.63,57.95,453.68,593.22,50.05,159.08,266.83,116.84,331.25,606.17,143.73,59.24,136.22,1104.4,406.33,4360.93,74.99,872.02,360.17,109.28,83.64,264.81,47.28,199.13,58.79
196202,241.99,119.32,486.34,138.22,68.36,210.83,54.45,431.45,576,52.31,150.53,256.43,116.14,323.82,603.47,153.34,58.44,142.84,1125.06,394.83,4096.13,71.54,813.92,341.61,111.99,83.11,239.59,45.4,189.72,56.73
196203,241.26,119.44,487.6,135.2,68.05,208.74,55.52,446.69,592.98,53.36,151.92,252.43,117.84,322.6,591.83,147.78,56.22,143.14,1180.74,404.01,4238.72,70.19,813.48,354.26,111.9,83.07,243.13,45,196.48,59
196204,243.5,118.91,455.65,128.08,68.28,218.06,54.87,448.02,589.69,52.91,153.02,254.48,115.67,325.77,594.87,142.52,55.17,136.46,1186.25,411.04,4110.11,69.03,808.67,369.67,111.38,81.08,245.7,43.12,192.23,57.98
196205,232.63,114.72,397.46,114.18,62.43,202.5,50.36,396.94,554.13,48.71,141.73,227.88,106.52,293.34,557.61,128.24,51.03,132.59,1144.76,398.74,3917.57,67.01,713.4,340.83,104.46,76.32,237.4,39.32,177.99,56.82
196206,206.36,104.15,339.21,101.01,53.15,182.24,45.16,353.09,506.52,44.63,128.74,209.33,97.66,272.79,527.16,120.65,48.45,119.17,1105.68,358.43,3612.52,59.71,619.46,302.55,98.85,67.71,215.32,36.28,160.06,50
196207,194.65,101.14,311.31,90.48,43.33,147.29,41.4,312.24,434.37,41.44,109.48,185.12,86.77,224.57,494.37,103.43,60.26,98.48,937.29,345.36,2570.08,59.33,513.63,273.76,93.17,59.01,189.53,31.97,136.6,43.14
196208,208.45,103.91,314.31,88.3,46.17,161.67,44.62,336.17,462.87,43.61,115.47,191.02,90.28,246.35,527.33,113.36,62.22,108.74,980.63,370.1,2755.94,65.68,577.35,283.11,96.15,62.01,196.98,33.63,148.07,46.96
196209,207.83,108.05,316.79,93.05,47.98,163.56,45.88,308.54,479.96,43.12,118.89,188.19,91.83,255.59,539.07,117.74,63.9,109.85,990.94,380.45,2780.12,66.31,593.24,290.06,98.72,64.6,204.93,33.58,153.32,49.47
196210,197.93,101.26,292.17,83.31,45.74,148.73,42.83,295.47,469.95,41.09,110.41,172.07,85.89,234.45,522.44,110.53,60.03,105.2,973.6,368.77,2608.08,60.49,536.15,271.53,93.24,59.62,191.28,30.58,144.08,47.05
196211,192.29,107.66,272.76,76.02,45.72,149.94,42.29,302.34,492.26,41.35,108.19,175.25,85.53,240.08,534.43,112.02,60.26,102.99,967.51,363.66,2680.38,59.71,525.73,268.11,95.83,59.01,188.18,28.99,142.85,45.43
196212,214.89,119.3,300.93,87.47,51.26,176.16,46.15,354.01,545.71,45.62,122.25,199.85,96.45,273.69,562.09,124.14,65.12,113.46,1063.82,389.88,2852.83,66.85,601.95,302.65,111.11,66.8,207.81,32.69,162.53,52.32
196301,220.46,121.82,294.02,89.13,49.17,177.27,45.85,356.42,550.41,45.85,119.24,190.68,96.72,274.32,579.2,121.37,63.18,113.58,1114.13,402.41,2879.81,67.41,596.59,297.87,112.17,66.67,207.78,31.82,168.19,53.28
196302,234.9,126.56,299.08,96.85,52.35,186.31,48.69,376.21,575.52,49.65,124.49,205.64,105.02,287.89,621.2,122.8,69.92,122.84,1139.93,422.53,2998.78,68.32,633.16,321.94,118.57,68.98,215.55,34.25,174.29,57.81
196303,227.72,119.62,286.03,89.84,51.27,179.89,46.96,365.42,550.1,49.82,123.08,199.51,101.94,269.17,599.78,120.99,68.14,121.7,1118.1,414.97,2946.6,68.22,605.44,313.53,117.97,67.52,216.28,32.69,173.39,57.78
196304,231.06,124.74,307.78,90.71,53.3,186.85,47.52,369.24,569.86,50.05,127,203.7,104.59,271.77,637.89,120.93,69.88,129.04,1195.56,421.49,2999.8,70.45,627.54,322.41,123.55,67.56,220.65,30.71,176.98,60.75
196305,233.41,125.38,327.17,89.94,57.49,197.38,48.18,396.86,604.8,53.69,131.89,214.64,107.87,287.79,691.67,124.98,73.3,134.55,1296.32,430.45,3111.61,72.17,690.49,337.62,135.86,74.46,232.44,30.8,183.35,64.23
196306,240.75,126.33,314.34,93.43,57.66,198.8,48.28,394.8,609.36,54.85,132.86,227.18,114.06,300.95,733.86,123.19,74.47,139.16,1283.89,433.52,3069.68,74.57,737.11,332.35,143.73,75.08,237.89,31.58,183.8,64.15
196307,162.69,94.75,261.58,50.26,54.8,272.72,30.81,318.47,347.73,37.12,64.96,166.94,79.91,66.09,448.5,93.25,45.85,103.96,580.41,388.72,1700.77,41.35,205.44,210.74,108.88,21.68,135,26.98,97.95,47.22
196308,162.56,98.21,254.94,48.51,54.75,272.13,30.53,319.97,344.13,38.27,64.35,165.8,77.26,64.37,448.22,90.09,46.39,104.46,592.93,390.75,1696.57,39.82,204.31,207.57,107.01,21.67,133.25,25.81,97.95,46.04
196309,169.9,112.13,270.74,51.36,57.13,288.54,31.84,349.45,358.02,39.77,68.04,180.21,80.54,67.38,478.22,92.3,47.96,112.49,611.96,413.47,1758.1,40.81,214.49,222.55,114.09,22.49,141.68,26.07,101.96,48.74
196310,168.75,113.08,258.69,49.12,58.6,283.8,30.45,334.86,362.39,39.24,67.04,180.44,78.18,66.09,479.67,87.85,48.14,106.67,595.07,402.25,1797.45,39.4,215.31,225.44,109.48,22.05,143.14,25.3,99.16,47.25
196311,174.43,111.53,273.66,54.13,57.9,295.6,31.15,345.88,374.69,41.33,66.56,183.14,81.06,65.72,534.03,89.77,49.64,116.47,593.56,398.41,1859,39.94,233.95,228.83,111.17,22.33,143.48,25.59,100.26,48.58
196312,174.83,110.26,255.35,52.81,57.71,298.03,30.65,338.74,388.23,42.01,65.98,178.39,80.74,64.28,500.22,93.92,50.03,117.03,587.29,395.37,1925.33,39.68,232.74,225.74,114.54,21.35,142.37,24.63,97.63,49
196401,179.63,111.04,270.31,51.54,57.4,317.88,30.34,343.34,405.25,43.32,66.32,182.5,82.62,62.54,502.05,89.35,52.94,123.12,614.5,406.48,1920.98,39.88,240.07,226,118.54,21.49,142.73,24.93,98.88,47.67
196402,181.49,112.03,265.74,50.99,59.89,322.96,30.02,355.87,418.29,44.13,67.57,190.5,86.11,60.64,507.24,92.79,52.91,128.59,643.65,411.2,1984.8,40.68,247.41,230,122.76,21.11,146.31,24.84,97.69,46.53
196403,183.51,118.21,269.79,52.17,65.04,325.79,30.44,360.58,425.55,46.6,70.66,194.72,88.72,63.36,519.93,96.69,56.55,128.62,646.38,413.37,1967.55,41.69,251.73,228.27,130.42,21.41,148.15,26.53,101.07,46.97
196404,186.63,125.79,297.4,53.42,64.28,332.13,30.66,353.09,436.31,46.72,74.32,207.93,94.97,65.47,523.61,98.2,59.74,125.74,655.43,409.27,2038.85,42.68,260.2,230.75,135.86,22.8,151.39,27.49,101.5,46.67
196405,184.45,123.65,302.83,51.04,65.6,330.09,30.45,347.79,431.06,47.45,74.26,202.64,95.03,63.52,538.47,94.43,67.71,120.03,682.72,412.56,2055.78,42.51,252.85,227.72,133.99,22.78,156.94,27.99,100.41,44.96
196406,188.96,125,299.4,49,66.4,336.88,30.93,348.49,439.02,50.03,74.13,203.76,97.1,62.51,545.59,99.33,68.08,120.63,699.85,414.63,2035.61,41.04,259.39,224.69,141.22,22.69,163.05,27.86,100.06,46.25
196407,189.64,97.23,298.23,46.8,83.03,322.14,32.85,359.61,394.09,43.22,71.54,203.52,96.94,58.19,546.07,100.18,67.74,128.15,681.01,414.59,2108.33,38.87,237.9,248.48,146.1,21.8,160.53,31.62,98.02,34.67
196408,191.79,104.8,299.46,46.94,82.8,324.2,34.09,376.45,402.56,45.59,72.45,204.61,98.63,62.55,577.66,106.07,69.49,129.88,703.26,433.98,2065.94,40,233.31,249.61,145.46,22.31,161.39,31.91,99.84,35.16
196409,188.79,102.49,316.6,45.28,81.39,318.88,33.7,359.31,391.46,45.02,71.7,203.15,98.28,66.11,585.4,109.25,69.37,128.71,685.59,432.52,2021.59,41.39,225.97,243.33,136.46,21.2,162.64,30.7,98.12,35.33
196410,191.98,103.71,309.7,47.5,83.14,336.39,34.9,368.72,412.05,46.9,71.38,214.04,101.3,68.64,612.68,114.33,76.65,135.27,711.04,439.55,1997.73,41.75,228.42,257.25,140.97,21.63,168.18,31.76,101.03,36.6
196411,189.53,106.07,303.32,47.84,85.18,336.31,35.03,378.99,415.6,50.29,72.81,208.21,104.11,72.74,612,114.89,76.75,135.25,739.06,442.76,1979.87,42.38,226.02,264.48,147.73,21.91,171.74,33.59,100.24,36.46
196412,191.16,104.03,295.32,46.84,86.37,338.66,36.57,385.53,422.71,50.21,71.9,198.12,106.04,72.92,596.63,114.82,76.58,136.04,760.22,447.34,1923.79,41.41,228.62,255.7,142.26,22.26,176.77,33.88,99.04,36.58
196501,192.97,103.52,281.23,46.06,86.94,340.05,36.33,401.6,428.79,50.4,71.87,194.4,102.75,70.8,609.43,114.04,75.45,138.15,772.32,448.44,1980.73,41.02,229.95,251.79,138.44,22.25,177.58,33.62,98.35,35.04
196502,202.5,115.96,296.34,50.74,94.48,362.07,39.33,432.06,452.89,54.61,75.69,203.91,107.55,77.68,626.75,117.33,81.65,143.2,779.02,465.2,1985.72,44.21,247.03,268.5,145.58,23.48,184.53,36.79,100.93,36.92
196503,204.62,117.56,293.53,53.31,95.5,376.24,41.79,441.17,455.02,55.34,77.82,210.78,113.69,81.36,615.87,121.02,85.19,141.96,747.44,465.87,1989.19,46.87,255.46,267.54,153.75,24.13,186.54,37.84,101.89,38.91
196504,201.07,117.95,290.14,55.25,98.09,367.95,42.03,436.59,440.84,55.71,77.69,212.82,110.48,80.65,626.49,123.84,84.49,141.47,723.9,462.21,1953.01,48.17,254.03,269.7,152.14,24.15,184.57,39.17,101.29,40.62
196505,206.63,124.32,306.43,57.43,103.48,388.91,43.96,449.17,449.28,60.65,79.71,223.85,117.64,84.7,670.13,132.9,87.92,138.43,729.9,464.22,1998.53,50.25,267.27,278.38,153.52,25.54,197.24,41.88,105.69,42.86
196506,205.27,123.33,298.74,58.65,103.74,386.63,44.22,442.18,449.59,59.66,78.76,220.66,114.34,85.07,636.3,132.26,85.74,134.38,738.68,458.22,2041.09,48.63,268.09,275.12,154.16,25.23,197.38,40.52,102.85,42.05
196507,194.05,156.89,268.62,51.26,93.13,346.5,39.5,416.56,397.06,55.16,73.58,205.3,101.48,76.3,580.81,123.55,76.92,124.51,715.91,437.21,1781.35,40.09,240.15,235.05,139.68,21.24,176.09,34.9,102.3,35.98
196508,196.13,156.19,273.31,54.21,96.44,364.01,40.35,432.63,397.21,56.69,74.36,211.66,102.93,81.15,589.91,134.42,82.86,126.79,735.37,440.86,1774.73,41.69,248.43,234.32,145.66,22.36,173.74,35.34,103.36,38.57
196509,199.06,161.53,296.67,57.85,102.96,391.28,43.31,458.43,401.39,59.83,75.94,218.16,108.37,86.14,601.76,137.15,85.21,130.42,741.36,443.39,1787.09,43.07,264.75,239.35,154.61,23.46,180.69,37.1,108.62,40.55
196510,200.87,160.31,288.19,64.51,105.46,423.28,44.08,468.32,416.81,62.74,77.43,222.23,114.6,90.46,630.82,151.21,85.63,130.49,773.96,448.41,1804.02,44.77,278.88,251.46,159.08,25.52,179.52,38.6,109.02,41.99
196511,202.6,163.98,300.92,72,111.71,441.29,45.95,483.02,428.65,65.94,80.74,233.75,121.29,95.46,670.52,162.86,89.38,150.67,785.19,452.1,1763.02,46.67,293.54,257.77,168.99,26.4,179.52,40.6,106.48,42.95
196512,204.4,164.97,284.01,81.27,123.03,444.19,46.87,499.01,423.49,70.67,81,221.58,128.39,103,628.27,186,90.98,148.89,784.53,445.9,1674.72,47.62,302.29,261.24,180.17,27.85,180.8,41.38,107.2,46.7
196601,206.04,183.22,280.76,84.23,127.32,462.85,47.71,529.68,438.65,71.74,82.69,239.34,130.54,102.54,635.17,182.22,98.9,149.59,787.41,443.41,1657.87,51.58,299.33,265.92,184.88,26.69,182.76,44.45,109.87,46.03
196602,208.29,185.31,288.92,94.32,129.48,477.74,50.31,543.53,441,77.66,85.6,250.07,134.59,106.57,646.26,198.6,110.86,151.14,795.02,429.05,1636.33,52.79,302.55,278.06,199.9,28.57,172.84,45.82,111.2,47.78
196603,205.85,179.38,279.42,101.2,129.7,479.86,51.72,533.51,430.49,77.75,84.55,243.68,132.95,107.6,631.38,196.77,120.92,151.07,761.27,409.58,1632.2,54.07,318,275.59,205.87,29.11,169.7,45.09,108.61,48.36
196604,200.37,171.17,269.29,104.34,133.31,490.96,50.92,524.4,410.38,74.1,81.81,237.63,131.26,108.31,597.27,197.75,115.65,150.46,750.86,407.67,1550.03,52.21,314.77,264.83,203.02,28.23,166.63,46.39,103.84,46.87
196605,199.02,176.44,266.4,112.02,142.1,517.53,52.23,523.9,411.58,74.49,83.06,244.41,132.77,112.55,588.27,204.07,119.26,151.74,781.78,411.44,1569.69,53.91,341.12,279.64,211.95,31.65,170.48,51.3,105.72,51.51
196606,192.08,164.71,253.1,96.72,133.96,491.81,48.84,494.64,390.62,67.79,77.85,223.41,124.44,102.35,540.94,187.78,108.99,147.29,754.23,398.57,1509.87,48.67,319.79,268.15,190.92,28.93,165.62,48.96,101.3,46.19
196607,182.1,147.57,245.62,89.98,127.69,504.24,46.9,497.65,373.54,66.27,74.07,210.42,120.07,100.42,539.67,193.14,109.68,133.23,725.91,386.22,1483.27,46.8,303.41,254.52,199.08,28.25,152.52,47.04,98.76,39.59
196608,181.17,141.65,244.52,87.01,126.6,491.86,46,488.79,369.11,62.71,73.14,201.79,116.7,95.09,541.47,179.27,109.21,137.53,727.85,384.5,1466.08,46.29,300.51,257.95,194.48,27.24,149.39,45.72,97.22,37.59
196609,169.48,131.25,228.57,84.28,114.54,450.23,40.65,447.32,333.55,56.26,65.27,184.94,107.79,85.97,494.48,164.24,94.45,82.86,674.02,349.8,1386.62,42.79,282.33,242.1,167.23,24.22,139.9,40.98,88.29,33.77
196610,167.11,126.01,228.76,73.37,115.36,436.94,39.77,441.84,308.83,52.26,63.59,180.33,102.41,86.32,498.92,161.77,91.62,92.2,700.56,363.89,1376.14,41.19,276.79,238.99,163.16,23.53,138.28,37.11,88.68,32.29
196611,180.65,131.4,244.4,67.98,114.74,459.17,38.63,463.01,318.34,48.94,64.29,192.49,104.85,88.27,504.38,158.91,92.1,90.52,760.07,399.05,1502.4,40.41,278,241.88,161.64,23.47,136.71,35.61,97.66,31.93
196612,186.02,139.66,231.79,71.43,125.02,497.52,40.1,492.32,314.12,48.28,67.25,189.55,105.79,96.56,462.12,181.11,100.78,96.04,743.52,391.76,1447.77,43.05,307.66,243.21,179.37,25.42,137.2,36.36,100.69,33.66
196701,184.57,145.77,227.86,67.98,128.61,490.35,39.66,491.35,320.24,49.36,69.05,195.55,106.66,93.8,465.68,184.04,102.71,102.53,737.81,398.7,1487.84,44.56,308.55,242.33,182.02,25.66,130.43,38.33,104.71,36.7
196702,198.15,159.89,265.28,80.62,143.49,520.16,44.06,522.47,362.96,55.53,79.72,225.67,120.56,108.47,528.29,204.02,115.92,109.54,761.75,408.96,1580.61,53.26,338.98,263.71,206.28,29.91,145,44.15,113.93,39.68
196703,200.58,165.21,253.48,81.56,150.4,542.96,45.47,527.82,358.24,57.48,81.84,216.14,118.4,113.46,517.62,207.74,113.53,112.94,763.72,400.32,1602.09,53.19,364.11,265.09,202.83,33.25,149.24,46.71,113.83,41.89
196704,207.08,178.25,265.56,81.21,166.72,563.24,47.17,568.91,371.34,58.24,89.26,226.95,131.55,118.3,545.08,222.29,118.31,123.42,789.97,405.16,1646.78,56.52,387.2,283.29,211.07,34.57,151.96,53.77,114.95,43.82
196705,215.46,189,274.8,88.65,177.1,596.8,48.57,593.89,396.68,62.25,92.47,234.2,137.91,126.7,596.21,231.74,125.18,130.51,802.64,411.74,1704.85,56.16,420.27,291.06,212.37,34.08,166.56,57.26,115.18,44.7
196706,210.56,178.25,251.12,81.98,170.17,569.66,48.53,560.48,377.46,60.59,87.58,227.75,133.84,123.23,560.49,232.39,126.31,129.84,776.1,392.98,1595.64,55.3,399.95,287.85,206.82,35.17,156.85,58.15,112.81,44.7
196707,220.34,187.67,270.67,85.52,158.71,548.55,51.88,586.44,356.31,62.55,91.46,212.93,133.08,134.85,561.41,263.37,138.49,137.99,787.21,384.26,1616,66.11,401.56,273.8,208.39,35.38,157.14,70.73,119.68,46.03
196708,232.9,192.51,293.21,92.46,163.24,583.57,54.36,608.32,371.06,68.83,97.91,229.33,141.52,146.18,611.8,274.02,157.71,142.27,850.42,392.18,1509.68,70.62,417.17,288.22,223.24,37.25,166.58,71.89,129.81,49.93
196709,228.29,192.83,276.22,94.28,161.69,587.31,57.15,610.2,370.4,70.19,100.85,233.17,142.1,149.68,611.84,273.49,151.52,142.95,830.78,387.87,1478.64,72.13,414.89,288.37,217.01,32.74,166.83,71.6,130.79,47.36
196710,233.5,189.25,270.54,99.65,165.14,606.11,62.41,627.54,390.72,77.53,103.87,233.47,149.99,158.32,643.97,265.87,161.27,149.61,861.03,386.28,1612.6,78.09,453.07,296.35,208.44,34.87,170.41,77.62,129.03,50.16
196711,225.33,182.98,299.25,99.42,154.28,615.19,63.86,595.61,364.88,74.94,98.97,209.88,140.67,153.61,615.02,255.18,150.57,149.11,851.04,364.22,1623.41,81.6,476.78,281.36,188.69,34.68,172.14,85.2,124.53,47.69
196712,226.14,180.97,280.38,95.13,159.08,635.46,63.1,616.29,356.25,74.18,97.29,211.55,140.04,154.75,611.79,259.66,152.41,144.57,857.16,374,1609.62,82.11,486.02,279.58,187.53,34.75,173.42,91.65,121.08,46.55
196801,234.78,179.6,312.81,98.01,163.47,648.24,67.59,634.43,380.43,75.34,103.75,221.38,146.75,162.64,646.23,271.41,160.64,153.51,882.91,388.53,1680.17,94.93,496.44,300.91,191.17,38.81,177.99,102.68,130.58,49.35
196802,232.03,177.8,312.62,95.59,156.98,580.8,68.03,592.27,362.64,76.9,104.01,212.56,141.18,148.01,617.01,242.09,155.34,157.05,871.59,387.91,1725.04,92.37,455.61,289.7,173.63,39.51,180.92,95.67,134.72,49.34
196803,228.28,174.47,338.56,90.34,148.7,562.6,64.17,565.21,345.25,75.13,99.58,201.83,132.62,140.64,592.81,232.25,153.93,146.03,843.85,380.45,1667.68,85.35,434.96,275.9,169.11,34.46,180.41,88.46,130.24,45.2
196804,228.44,177.79,332.11,94.75,151.73,581.97,62.28,565.21,342.78,75.47,99.7,200.17,131.91,139.14,590.7,233.84,152.22,99.96,849.49,358.62,1645.41,84.97,454.2,284.64,169.88,33.79,187.18,90.37,131.16,44.55
196805,252.26,187.48,350.53,112.59,178.12,646.27,71.33,631.98,369.37,86.18,114.56,215.4,148.33,162.55,656.67,258.56,162.22,112.85,895.63,365.94,1681.83,101,509.99,326.23,189.59,39.28,208.98,106.91,145.89,51.79
196806,270.32,193.98,348.36,119.51,183.81,659.4,76.09,651.09,370.03,93,120.49,226.17,153.76,164.11,655.4,268.36,168.47,125.22,928.26,365.95,1653.89,104.89,528.25,348.79,201.49,44.04,213.91,121.55,156.78,54.78
196807,274.69,219.62,365.51,114.01,186.34,614.08,75.32,625.43,357.07,88.8,118.43,221.67,152.46,147.3,612.97,260.71,166.83,126.95,939.94,392.16,1542.09,101.39,476.62,348.68,205.33,56.59,206.44,132.05,175.35,59.96
196808,262.44,220.95,360.46,109.26,174.38,587.6,72.91,599.42,352.77,85.3,118.2,206.86,146.12,141.78,597.52,243.36,155.74,124.14,988.35,391.64,1538.93,95.99,450.14,340.72,197.53,51.75,195.85,123.3,170.64,56.71
196809,267.29,237.35,344.9,113.99,173.65,599.09,77.08,601.09,360,92.39,126.94,208.28,151.41,143.46,602.87,247.08,141.76,122.27,994.71,386.53,1543.21,96,454.16,360.86,199.1,51.7,199.75,130.7,168.1,59.1
196810,277.02,248.12,364.17,128.36,188.12,616.92,79.82,606.01,384.53,99.13,133.08,228.13,160.85,149.72,643.55,252.38,147.2,130.85,1030.46,386.21,1587.37,105.92,468.92,375.58,221.88,56.09,217.32,140.94,183.52,63.39
196811,279.59,235.43,369.86,127.52,194.36,627.4,80.84,605.38,397.73,100.96,130.91,234.34,162.77,147.9,667.84,248.18,145.7,124.09,1054.09,386.76,1637.63,105.79,447.64,395.75,221.55,58.17,220.35,150.2,188.44,63.29
196812,294.02,247.01,364.4,135.26,196.79,669.63,85.6,652.35,414.22,107.19,139.03,248.78,171.7,155.04,647.07,266.67,162.6,135.66,1119.27,419,1712.04,113.07,486.07,425.51,238.12,64.5,229.53,164.29,200.26,70.33
196901,288.4,244.84,401.39,129.63,186.58,621.78,84.4,644.73,402.76,103.32,136.29,252.91,168.21,148.04,620.74,259.22,166.96,135.88,1089.95,405.49,1594.77,107.81,459.17,412.88,230.21,65.86,220.62,166.41,190.6,70.47
